ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,TRUE_VAL
472260077,RS,10,111,111,112,1038,Average,Average,4,0,Split Level,2,Frame Stucco,1240,4,2.5,644,644,0,1,420,0,178603,184374,178603,184374,RS,1870,1,0,1,1,1,0,17,179200
472260079,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1914,4,2.5,0,0,0,1,420,0,188545,192597,188545,192597,RS,1914,1,0,0,0,0,0,15,235400
472260082,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1671,3,2.5,0,0,0,1,420,0,168888,172335,168888,172335,RS,1690,1,0,0,0,0,0,15,202400
472260090,RS,10,111,111,112,1038,Average,Average,4,0,2 Story,2,Frame Stucco,2116,4,2.75,0,0,0,1,400,0,203192,209724,203192,209724,RS,2116,1,0,0,0,0,0,17,269000
472260091,RS,10,111,111,112,1038,Average,Above Average,4,0.6,Ranch 1 Story,1,Frame Stucco,1322,3,2,0,0,0,1,420,0,152267,156208,152267,156208,RS,1322,1,0,0,0,0,1,17,159000
472260098,RS,10,111,111,112,1038,Average,Average,4,0,2 Story,2,Frame Stucco,2018,3,2.5,0,0,0,1,420,0,191518,197441,191518,197441,RS,2018,1,0,0,0,0,0,17,225500
472260099,RS,10,111,111,112,1038,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1208,3,2,0,0,0,1,400,0,137495,141747,137495,141747,RS,1208,1,0,0,0,0,0,17,176700
472260108,RS,10,111,111,112,1038,Average,Average,4,0,2 Story,2,Frame Stucco,2342,4,2.5,0,0,0,1,506,0,218506,225470,218506,225470,RS,2342,1,0,0,0,0,0,16,207100
472290204,RS,10,111,111,112,1038,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1766,2,2,0,0,0,1,460,0,192496,196629,198239,204718,RS,1766,1,0,0,0,0,0,15,242600
472290205,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1491,3,2.5,0,0,0,1,518,0,163753,167299,163753,167299,RS,1535,1,0,0,0,0,0,15,213200
472290209,RS,10,111,111,112,1038,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1455,3,2,0,0,0,1,550,0,165826,171161,165826,171161,RS,1455,1,0,0,0,0,0,16,225900
472290221,RS,10,111,111,112,1038,Average,Average,4,0,2 Story,2,Frame Stucco,1758,3,2.5,0,0,0,1,396,0,172778,178122,172778,178122,RS,1758,1,0,0,0,0,0,16,195700
472290224,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2103,4,2.5,0,0,0,1,528,0,206742,211145,206742,211145,RS,2103,1,0,0,0,0,0,14,218800
472290227,RS,10,111,111,112,1038,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1242,3,2,0,0,0,1,456,0,141967,146358,141967,146358,RS,1242,1,0,0,0,0,0,17,186800
472290231,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2215,3,2.5,0,0,0,1,526,0,213423,217983,213423,217983,RS,1882,1,0,0,0,0,0,15,231200
472290231,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2215,3,2.5,0,0,0,1,526,0,213423,217983,213423,217983,RS,2215,1,0,0,0,0,0,15,278050
472290233,RS,10,111,111,112,1038,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1766,4,2,0,0,0,1,460,0,192074,196198,192074,196198,RS,1766,1,0,0,0,0,0,15,244950
472290234,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2098,4,2.5,0,0,0,1,693,0,210166,214659,210166,214659,RS,2098,1,0,0,0,0,0,15,302200
472290242,RS,10,111,111,112,1038,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1584,3,2,0,0,0,1,483,0,182635,186362,182635,186362,RS,1584,1,0,0,0,0,0,15,236600
472290245,RS,10,111,111,112,1038,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1550,3,2,0,0,0,1,483,0,174893,178462,174893,178462,RS,1580,1,0,0,0,0,0,15,210200
472290246,RS,10,111,111,112,1038,Average,Above Average,3,0.7,2 Story,2,Frame Stucco,1864,4,2.5,0,0,0,1,506,0,189220,192305,189220,192305,RS,1864,1,0,0,0,0,1,15,222900
472290248,RS,10,111,111,112,1038,Average,Above Average,3,0.5,2 Story,2,Frame Stucco,2079,4,2.5,0,0,0,1,693,0,207119,210920,207119,210920,RS,2134,1,0,0,0,0,1,15,259700
472430160,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2342,5,3,0,0,0,1,420,0,221301,225817,221301,225817,RS,2342,1,0,0,0,0,0,15,234685
472430166,RS,10,111,111,112,1038,Average,Average,30.351492206740186,0,2 Story,2,Frame Stucco,2544,4,2.5,0,0,0,1,400,0,223794,235573,223794,235573,RS,2546,1,0,0,0,0,0,8,291400
472430169,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2564,3,2.5,0,0,0,1,484,0,237275,242117,237275,242117,RS,2527,1,0,0,0,0,0,14,286600
472430170,RS,10,111,111,112,1038,Average,Average,15.707820951396492,0,2 Story,2,Frame Stucco,1825,4,2.5,0,0,0,1,770,0,186213,191972,186213,191972,RS,1825,1,0,0,0,0,0,6,239800
472430180,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2062,4,2.5,0,0,0,1,828,0,211864,216188,211864,216188,RS,2062,1,0,0,0,0,0,15,261100
472430181,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1915,3,2.5,0,0,0,1,575,0,193100,197041,193100,197041,RS,1828,1,0,0,0,0,0,15,213100
472430181,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1915,3,2.5,0,0,0,1,575,0,193100,197041,193100,197041,RS,1828,1,0,0,0,0,0,15,221611
472430183,RS,10,111,111,112,1038,Average,Above Average,3,0.5,Split Level,2,Frame Stucco,1477,3,2.5,0,0,0,1,418,0,161320,164444,161320,164444,RS,1576,1,0,0,0,0,1,14,227600
472430184,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1436,4,2.5,0,0,0,1,462,0,155773,158952,155773,158952,RS,1436,1,0,0,0,0,0,15,197300
472430186,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1764,4,2.5,0,0,0,1,441,0,179589,183254,179589,183254,RS,1764,1,0,0,0,0,0,15,198999
472430192,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2929,4,2.75,0,0,0,1,662,0,264202,269594,264202,269594,RS,3155,1,0,0,0,0,0,14,299900
472430193,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2120,4,2.5,0,0,0,1,440,0,206040,210245,206040,210245,RS,2120,1,0,0,0,0,0,15,240700
472430198,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2136,4,2.5,0,0,0,1,440,0,206817,211038,206817,211038,RS,2146,1,0,0,0,0,0,14,255200
472440002,RS,10,111,111,112,1038,Average,Average,3,0,Bi Level 1 Story,1,Frame Stucco,1568,3,2,766,0,766,1,744,0,209804,214086,209804,214086,RS,2334,1,0,1,0,0,0,15,239800
472440003,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1827,3,2.5,0,0,0,1,441,0,182044,185759,182044,185759,RS,1827,1,0,0,0,0,0,15,252400
472440004,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2153,3,2.5,0,0,0,1,440,288,220117,225414,220117,225414,RS,2153,1,1,0,0,0,0,15,250000
472440006,RS,10,111,111,112,1038,Average,Above Average,3,0.3,2 Story,2,Frame Stucco,1863,3,2.5,0,0,0,1,441,0,188127,191579,188127,191579,RS,1863,1,0,0,0,0,1,15,222100
472440012,RS,10,111,111,112,1038,Average,Average,3,0,1½ Story Fin,2,Frame Stucco,2252,5,3,0,0,0,1,440,0,217009,221438,217009,221438,RS,2252,1,0,0,0,0,0,15,273100
472440013,RS,10,111,111,112,1038,Average,Average,-30.073889214410706,0,2 Story,0,Frame Stucco,1775,3,1.75,0,0,0,1,572,0,182475,184318,182475,184318,RS,1820,1,0,0,0,0,0,3,254400
472440014,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,1.5,Frame Stucco,2396,4,3,0,0,0,1,506,0,229046,233720,229046,233720,RS,2396,1,0,0,0,0,0,15,255000
472440015,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,1652,4,2.5,0,0,0,1,506,0,175183,178758,175183,178758,RS,1652,1,0,0,0,0,0,15,201800
472440016,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2374,4,3.5,0,0,0,1,440,0,226896,231527,226896,231527,RS,2409,1,0,0,0,0,0,15,260800
472440016,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2374,4,3.5,0,0,0,1,440,0,226896,231527,226896,231527,RS,2440,1,0,0,0,0,0,15,276800
472440021,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2107,3,2.5,0,0,0,1,440,0,204922,209104,204922,209104,RS,2107,1,0,0,0,0,0,15,264336
472440022,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2130,4,3,0,0,0,1,432,0,209285,213556,209285,213556,RS,2131,1,0,0,0,0,0,15,243700
472440026,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2132,3,2.5,0,0,0,1,432,0,205821,210021,205821,210021,RS,2132,1,0,0,0,0,0,15,267800
472440037,RS,10,111,111,112,1038,Average,Above Average,3,0.4,2 Story,2,Frame Stucco,2403,3,2.5,0,0,0,1,598,0,229859,234260,229859,234260,RS,2487,1,0,0,0,0,1,15,227228
472440041,RS,10,111,111,112,1038,Average,Average,3,0,2 Story,2,Frame Stucco,2396,4,2.5,0,0,0,1,572,0,235672,240686,235672,240686,RS,2473,1,0,0,0,0,0,15,267100
472740005,RS,10,111,111,105,1007,Above Average,Average,-5.511783267466278,1,Ranch 1 Story,1,Frame Stucco,1920,3,3.5,1852,1852,0,1,816,0,339722,365292,339722,365292,RS,3772,1,0,1,1,1,1,10,348400
472740020,RS,10,111,111,105,1007,Average,Average,8.974811140697442,1,1½ Story Fin,0,Frame Siding,1948,3,3,1610,1443,167,1,702,0,261860,278574,261860,278574,RS,3558,1,0,1,0,0.8962732919254658,1,9,345600
472740023,RS,10,111,111,105,1007,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1488,3,3,1572,314,1258,1,724,0,259711,265154,259711,265154,RS,3060,1,0,1,0,0.19974554707379136,0,12,237700
472740024,RS,10,111,111,105,1007,Average,Average,-4.5879597994856045,1,1½ Story Fin,0,Frame Stucco,2012,3,3,1578,1578,0,2,702,0,274819,292361,274819,292361,RS,3545,1,0,1,1,1,1,9,345400
473320110,RS,10,111,111,113,1029,Average,Average,2.1235579616371556,0,Ranch 1 Story,0,Frame Stucco,2212,3,4,2320,1972,348,1,620,0,340367,347313,344646,351817,RS,4258,1,0,1,0,0.85,0,4,356675
473320112,RS,10,111,111,113,1029,Average,Average,-8.780663478714311,0,2 Story,0,Frame Stucco,2789,3,3,1313,0,1313,1,486,0,282809,285666,282809,285666,RS,3964,1,0,1,0,0,0,3,303900
473320113,RS,10,111,111,113,1029,Above Average,Average,-27.886926919708024,0,Ranch 1 Story,0,Frame Stucco,2682,3,2.25,2322,0,2322,1,670,0,358738,362362,358738,362362,RS,4899,1,0,1,0,0,0,3,346900
473320123,RS,10,111,111,113,1029,Average,Average,-23.062177272146954,0,2 Story,0,Frame Stucco,2649,3,3.5,1163,0,1163,1,750,0,274167,279762,274167,279762,RS,3663,1,0,1,0,0,0,4,302450
473320124,RS,10,111,111,113,1029,Average,Average,-5.441279545351913,0,2 Story,0,Frame Stucco,2695,4,3.5,1299,1225,74,1,575,0,315325,318510,315325,318510,RS,3739,1,0,1,0,0.9430331023864511,0,3,317250
473320133,RS,10,111,111,113,1029,Average,Average,-23.875902494714307,0,2 Story,0,Frame Stucco,2467,3,3.5,1141,1084,57,1,781,0,296462,302512,296462,302512,RS,3402,1,0,1,0,0.9500438212094654,0,4,427100
473320136,RS,10,111,111,113,1029,Average,Average,-13.654251664266315,0,2 Story,0,Frame Stucco,2819,4,3,1343,1007,336,1,486,0,312256,315410,312256,315410,RS,3949,1,0,1,0,0.7498138495904692,0,3,329200
473320136,RS,10,111,111,113,1029,Average,Average,-7.838422133718376,0,2 Story,0,Frame Stucco,2819,4,3,1343,1007,336,1,486,0,312256,315410,312256,315410,RS,4162,1,0,1,0,0.7498138495904692,0,3,413200
473320149,RS,10,111,111,113,1029,Average,Average,0.49893895335327154,0,2 Story,0,Frame Stucco,2862,4,5,1312,1023,289,1,774,0,335706,342557,335706,342557,RS,3966,1,0,1,0,0.7797256097560976,0,4,418241
473530002,RS,10,111,111,102,1002,Average,Average,4.820657153396581,0,2 Story,0,Frame Stucco,2445,4,2.25,987,0,987,1,572,0,254695,254695,254695,254695,RS,3364,1,0,1,0,0,0,2,324015
473530008,RS,10,111,111,102,1002,Average,Average,24.70229529295482,0,2 Story,2,Frame Stucco,2379,4,3.25,996,0,996,1,571,0,259183,259183,259183,259183,RS,3364,1,0,1,0,0,0,2,371000
473550011,V,10,111,111,102,1002,Average,Average,9.517287704175295,0,2 Story,0,Frame Stucco,2088,3,2.25,1052,0,1052,1,462,0,229624,229624,229624,229624,RS,2919,1,0,1,0,0,0,1,303177
473550014,RS,10,111,111,102,1002,Average,Average,-11.574399584134264,0,2 Story,0,Frame Hardboard,2206,3,2.5,964,0,964,1,400,0,234039,234039,234039,234039,RS,3005,1,0,1,0,0,0,2,330000
473550016,RS,10,111,111,102,1002,Average,Average,-15.411293176290245,0,2 Story,0,Frame Stucco,2354,3,2.25,1070,0,1070,1,462,0,248854,248854,248854,248854,RS,3231,1,0,1,0,0,0,2,342500
473550017,RS,10,111,111,102,1002,Average,Average,-12.643562999539592,0,2 Story,0,Frame Stucco,2312,3,2.25,1066,0,1066,1,462,0,246613,246613,246613,246613,RS,3215,1,0,1,0,0,0,2,342600
473550026,V,10,111,111,102,1002,Average,Average,8.348566018915927,0,2 Story,0,Frame Stucco,2617,3,2.5,1141,0,1141,1,462,0,270641,270641,270641,270641,RS,3670,1,0,1,0,0,0,1,380337
481160011,RS,10,111,111,115,1040,Average,Average,10,0,Split Level,2,Frame Vinyl,1996,5,3.25,588,588,0,1,516,0,229151,252298,231708,255801,RS,2641,1,0,1,1,1,0,29,273900
483050004,RS,10,111,111,113,1032,Average,Average,4,0,Ranch 1 Story,1.5,Frame Vinyl,2169,5,3,0,0,0,1,420,0,219720,226763,219720,226763,RS,2169,1,0,0,0,0,0,17,209310
483050019,RS,10,111,111,113,1032,Average,Average,4,0,2 Story,2,Frame Stucco,2394,5,2.5,0,0,0,1,484,0,224789,231947,224789,231947,RS,2394,1,0,0,0,0,0,16,196400
483050036,RS,10,111,111,113,1032,Average,Average,4,0,Split Level,2,Frame Stucco,1592,3,2.5,1288,1288,0,1,840,0,244286,251841,244286,251841,RS,2880,1,0,1,1,1,0,16,229599
483050037,RS,10,111,111,113,1032,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1587,3,3,1560,1560,0,1,484,0,265869,271295,265869,271295,RS,3324,1,0,1,1,1,0,15,309500
483050041,RS,10,111,111,113,1032,Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2642,5,3,0,0,0,1,506,0,263347,271492,263347,271492,RS,2642,1,0,0,0,0,0,17,229900
483050042,RS,10,111,111,113,1032,Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2070,5,3,0,0,0,1,447,0,216232,222920,216232,222920,RS,2070,1,0,0,0,0,0,17,205900
483050043,RS,10,111,111,113,1032,Average,Average,4,0,2 Story,2,Frame Stucco,2012,4,2.5,0,0,0,1,480,0,196067,202131,196067,202131,RS,2243,1,0,0,0,0,0,16,290900
483090015,RS,10,111,111,113,1045,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1421,3,2.75,1372,1372,0,1,484,0,234172,241662,234172,241662,RS,2793,1,0,1,1,1,0,17,249400
483090023,RS,10,111,111,113,1045,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1317,3,3,1316,1317,-1,1,762,0,225841,233073,225841,233073,RS,2633,1,0,1,0,1.000759878419453,0,17,261600
483290046,RS,10,111,111,113,1032,Average,Average,6.952656536845366,0,2 Story,2,Frame Siding,2292,3,3.5,1278,1278,0,1,702,0,283597,301699,283597,301699,RS,3664,1,0,1,1,1,0,9,379900
483290050,RS,10,111,111,113,1032,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1745,3,3.5,1790,1611,179,1,1001,0,347052,354135,347052,354135,RS,3535,1,0,1,0,0.9,0,15,364800
483290051,RS,10,111,111,113,1032,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,2533,5,4,1959,1489,470,2,882,0,421230,429827,421230,429827,RS,4492,1,0,1,0,0.7600816743236345,0,15,390650
483290053,RS,10,111,111,113,1032,Above Average,Average,3,0,1½ Story Fin,2,Frame Stucco,2893,5,3.5,2008,2088,-80,1,1190,0,435287,444334,435287,444334,RS,4901,1,0,1,0,1.0398406374501992,0,14,394159
483290058,RS,10,111,111,113,1032,Above Average,Average,-6.693670735260617,0,2 Story,0,Frame Stucco,2719,4,2.5,1938,291,1647,1,1050,0,353835,364778,353835,364778,RS,4821,1,0,1,0,0.15015479876160992,0,6,405700
483290061,RS,10,111,111,113,1032,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1963,3,4,2099,2099,0,1,925,0,382629,390642,382629,390642,RS,4072,1,0,1,1,1,0,15,457700
483290067,RS,10,111,111,113,1032,Above Average,Average,1.8920910666897486,0,Ranch 1 Story,0,Frame Stucco,2326,2,3.5,2228,2228,0,2,922,0,434584,438974,434584,438974,RS,4554,1,0,1,1,1,0,3,451300
483290088,RS,10,111,111,113,1032,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2292,4,2.5,2360,1180,1180,1,912,0,380696,388669,380696,388669,RS,4652,1,0,1,0,0.5,0,15,447955
483290089,RS,10,111,111,113,1032,Above Average,Above Average,3,0.5,1½ Story Fin,1.5,Frame Stucco,3010,3,3.5,2669,1068,1601,1,1239,0,439988,448240,439988,448240,RS,5679,1,0,1,0,0.40014986886474335,1,15,481800
483600022,RS,10,111,111,113,1045,Average,Above Average,17,0.8,2 Story,2,Frame Masonry Veneer,3353,4,3,0,0,0,1,685,0,293376,333003,296436,336403,RS,3353,1,0,0,0,0,1,42,294500
483600023,RS,10,111,111,113,1045,Above Average,Average,2,0,2 Story,2,Frame Stucco,3379,5,3,0,0,0,1,836,0,353701,360919,353701,360919,RS,3379,1,0,0,0,0,0,13,319400
483600028,RS,10,111,111,113,1045,Average,Average,16.934844125319433,0,Ranch 1 Story,1,Frame Stucco,1772,3,3,1845,1845,0,1,600,1300,329751,345896,329751,345896,RS,3617,1,1,1,1,1,0,8,338100
483700009,RS,10,111,111,106,1015,Average,Average,1.5868023451811482,1,Ranch 1 Story,1,Frame Siding,1508,3,3,1548,1548,0,1,484,0,238213,256143,238213,256143,RS,3058,1,0,1,1,1,1,10,381800
490860001,RS,10,111,111,107,1016,Average,Average,17,0,Bi Level 1 Story,1,Frame Vinyl,1170,3,3,1170,1053,117,1,0,0,164329,197987,164329,197987,RS,2340,0,0,1,0,0.9,0,43,200700
491100002,RS,10,111,111,115,1044,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1546,3,3.5,1488,1414,74,1,441,0,232458,255932,232458,255932,RS,3034,1,0,1,0,0.9502688172043011,0,29,298700
492040008,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1138,3,2,1032,1032,0,1,420,0,173825,189332,173825,189332,RS,2273,1,0,1,1,1,0,26,242500
492040011,RS,10,111,111,107,1017,Average,Average,7,0,Split Level,1.5,Frame Vinyl,1581,3,2.75,475,475,0,1,440,0,188686,201070,188686,201070,RS,1988,1,0,1,1,1,0,23,201200
492040018,RS,10,111,111,107,1017,Average,Above Average,9,0.5,Split Level,1,Frame Vinyl,1144,3,2,1014,862,152,1,520,0,173452,187272,173452,187272,RS,2142,1,0,1,0,0.8500986193293886,1,27,229900
492040021,RS,10,111,111,107,1017,Average,Average,9,0.05,Ranch 1 Story,1,Frame Vinyl,999,2,2,957,957,0,1,441,0,164579,179303,164579,179303,RS,1961,1,0,1,1,1,1,27,204300
492040028,RS,10,111,111,107,1017,Average,Average,9,0.5,Ranch 1 Story,1,Frame Vinyl,1015,3,2,913,913,0,1,441,0,162402,176872,162402,176872,RS,2100,1,0,1,1,1,1,26,218400
492050040,RS,10,111,111,107,1017,Average,Average,9,0.3,Split Level,1,Frame Vinyl,1026,4,2,998,998,0,1,441,0,162483,177025,162483,177025,RS,2024,1,0,1,1,1,1,27,269750
492050042,RS,10,111,111,107,1017,Average,Average,9,0,Bi Level 1 Story,1,Frame Vinyl,1068,3,2,432,432,0,1,480,0,144474,157428,144474,157428,RS,1500,1,0,1,1,1,0,26,177900
492050046,RS,10,111,111,107,1017,Average,Above Average,9,0.3,Split Level,1,Frame Vinyl,1013,4,2,972,972,0,1,441,0,161627,174529,161627,174529,RS,2200,1,0,1,1,1,1,27,229900
492050052,RS,10,111,111,107,1017,Average,Average,9,0.2,Split Level,2,Frame Vinyl,1458,3,2.5,375,375,0,1,420,0,167544,182526,167544,182526,RS,1769,1,0,1,1,1,1,27,207900
492050055,RS,10,111,111,107,1017,Average,Above Average,7,0.7,Split Level,1,Frame Vinyl,1061,3,1.75,1029,825,204,1,308,0,160613,169073,160613,169073,RS,2089,1,0,1,0,0.8017492711370262,1,27,206900
492050058,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1007,4,2.75,986,986,0,1,462,0,172448,187857,172448,187857,RS,2000,1,0,1,1,1,0,27,218200
492050073,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,1,Frame Vinyl,1046,3,2.75,936,936,0,1,440,0,162072,176578,162072,176578,RS,1982,1,0,1,1,1,0,27,265600
492050077,RS,10,111,111,107,1017,Average,Above Average,9,0.4,Split Level,2,Frame Stucco,1630,3,2.75,192,192,0,1,484,0,179077,192971,179077,192971,RS,1981,1,0,1,1,1,1,27,254300
492050080,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,2,Frame Vinyl,1104,3,1.75,751,751,0,1,380,0,153387,167138,153387,167138,RS,1780,1,0,1,1,1,0,27,197000
492050083,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1181,2,3,1057,846,211,1,441,0,181508,197683,181508,197683,RS,2238,1,0,1,0,0.8003784295175024,0,26,198000
492270006,RS,10,111,111,115,1041,Average,Average,9,0,2 Story,2,Frame Masonry Veneer,3435,3,3,0,0,0,1,1050,0,315558,342998,317948,354948,RS,3349,1,0,0,0,0,0,27,302200
492360092,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Stucco,1378,3,2,0,0,0,1,504,0,142988,155422,142988,155422,RS,1378,1,0,0,0,0,0,26,156500
492360100,RS,10,111,111,107,1017,Average,Above Average,9,0.5,Split Level,2,Frame Vinyl,1538,3,2.5,504,300,204,1,484,0,176594,190636,176594,190636,RS,2042,1,0,1,0,0.5952380952380952,1,26,205700
492360102,RS,10,111,111,107,1017,Average,Average,8,0,Split Level,2,Frame Stucco,1455,3,2.75,426,426,0,1,420,0,176728,190396,176728,190396,RS,1870,1,0,1,1,1,0,25,202500
492360110,RS,10,111,111,107,1017,Average,Above Average,9,0.7,Split Level,1,Frame Vinyl,994,3,2,966,676,290,1,400,0,151840,162214,151840,162214,RS,1948,1,0,1,0,0.6997929606625258,1,26,231333
492360111,RS,10,111,111,107,1017,Average,Above Average,9,0.5,Ranch 1 Story,1,Frame Stucco,1392,3,2,0,0,0,1,504,0,145431,156714,145431,156714,RS,1392,1,0,0,0,0,1,26,183000
492360113,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Stucco,1250,3,2,0,0,0,1,484,0,139350,151467,139350,151467,RS,1250,1,0,0,0,0,0,26,168000
492360113,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Stucco,1250,3,2,0,0,0,1,484,0,139350,151467,139350,151467,RS,1250,1,0,0,0,0,0,26,212580
492360139,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,2,Frame Vinyl,1728,3,3,504,504,0,1,440,0,196484,213961,196484,213961,RS,2232,1,0,1,1,1,0,26,209900
492360139,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,2,Frame Vinyl,1728,3,3,504,504,0,1,440,0,196484,213961,196484,213961,RS,2232,1,0,1,1,1,0,26,240400
492510097,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,1,Frame Vinyl,1054,3,2.75,978,929,49,1,441,0,168374,183406,168374,183406,RS,2032,1,0,1,0,0.9498977505112475,0,26,216400
492510121,RS,10,111,111,107,1017,Average,Average,9,0.2,Split Level,2,Frame Vinyl,1544,3,3,468,576,-108,1,440,0,189712,206209,189712,206209,RS,1828,1,0,1,0,1.2307692307692308,1,26,212575
492510128,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,1,Frame Vinyl,1118,4,2,1092,862,230,1,462,0,167636,182604,167636,182604,RS,2210,1,0,1,0,0.7893772893772893,0,26,186800
492510133,RS,10,111,111,107,1017,Average,Average,8,0,Ranch 1 Story,1,Frame Stucco,1324,3,3,1324,1258,66,1,484,0,210847,226717,210847,226717,RS,2648,1,0,1,0,0.9501510574018127,0,25,242100
493500113,RS,10,111,111,108,1028,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1667,3,3,1640,1640,0,1,440,0,256935,270774,256935,270774,RS,3307,1,0,1,1,1,0,21,257900
493500116,RS,10,111,111,108,1028,Average,Average,6,0,Split Level,1,Frame Vinyl,1126,4,2.5,494,494,0,1,600,0,159780,168505,159780,168505,RS,1760,1,0,1,1,1,0,21,229800
493500117,RS,10,111,111,108,1028,Average,Average,6,0,Split Level,1,Frame Vinyl,1400,3,2.5,408,408,0,1,407,0,175230,184768,175230,184768,RS,1808,1,0,1,1,1,0,21,231100
493500117,RS,10,111,111,108,1028,Average,Average,6,0,Split Level,1,Frame Vinyl,1400,3,2.5,408,408,0,1,407,0,175230,184768,175230,184768,RS,1808,1,0,1,1,1,0,21,245600
493500124,RS,10,111,111,108,1028,Average,Average,6,0,Split Level,1,Frame Vinyl,1549,2,3,1179,1179,0,1,500,0,220886,232827,220886,232827,RS,2728,1,0,1,1,1,0,21,247600
493500125,RS,10,111,111,108,1028,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1178,3,3,1128,1015,113,1,460,0,193863,204382,193863,204382,RS,2306,1,0,1,0,0.899822695035461,0,21,234100
