PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,ACCOUNTNO,MLS_TOTAL_SQFT,IMPROVED
RS,70,111,111,303,3021,Average,Average,20,0,Ranch 1 Story,1,Frame Masonry Veneer,1934,4,2.5,0,0,0,1,418,0,179965,227804,179965,227804,RS,Yes,No,No,No,0,No,48,483.5,350250025,1934,187800
RS,70,111,111,303,3021,Average,Above Average,18,0.6,Bi Level 2 Story,1,Frame Vinyl,1998,3,3.5,1316,1316,0,2,560,0,230899,279466,230899,279466,RS,Yes,No,Yes,Yes,1,Yes,46,1104.6666666666667,350250030,3314,269700
RS,70,111,111,303,3021,Average,Average,18,0,Bi Level 1 Story,1,Frame Vinyl,1216,5,2,1175,1175,0,1,0,0,159523,197954,159523,197954,RS,No,No,Yes,Yes,1,No,45,478.2,350260012,2391,153500
RS,70,111,111,303,3021,Above Average,Average,4,0,2 Story,2,Frame Stucco,3472,3,2.75,220,220,0,1,609,0,371140,382619,371140,382619,RS,Yes,No,Yes,Yes,1,No,17,1443.6666666666667,350270003,4331,440000
RS,70,111,111,303,3021,Average,Above Average,17,0.4,2 Story,2,Frame Masonry Veneer,2830,3,3.5,1908,1908,0,2,828,0,337338,398274,337338,398274,RS,Yes,No,Yes,Yes,1,Yes,43,1185,350270010,3555,216200
RS,70,111,111,303,3021,Average,Above Average,9,0.6,Ranch 1 Story,1,Frame Vinyl,1554,3,4,1554,1398,156,1,506,0,247643,264909,247643,264909,RS,Yes,No,Yes,No,0.8996138996138996,Yes,27,1033.3333333333333,350270020,3100,290300
RS,70,111,111,303,3021,Average,Average,13,0,Split Level,1,Frame Vinyl,1216,3,2.75,1160,928,232,1,580,0,179056,204155,179056,204155,RS,Yes,No,Yes,No,0.8,No,35,792,350270022,2376,269600
RS,70,111,111,303,3021,Average,Average,13,0,Split Level,1,Frame Vinyl,1216,3,2.75,1160,928,232,1,580,0,179056,204155,179056,204155,RS,Yes,No,Yes,No,0.8,No,35,792,350270022,2376,203700
RS,70,111,111,303,3021,Average,Average,10,0,2 Story,2,Frame Vinyl,2116,4,3.5,0,0,0,1,480,0,191723,211124,191723,211124,RS,Yes,No,No,No,0,No,28,528.25,350270025,2113,204500
RS,70,111,111,303,3021,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1579,3,3.5,1551,1473,78,1,483,0,244173,265818,244173,265818,RS,Yes,No,Yes,No,0.9497098646034816,No,27,1043.3333333333333,350270029,3130,251800
RS,70,111,111,303,3021,Average,Average,10,0,2 Story,2,Frame Vinyl,1728,4,3.5,1066,1012,54,1,480,0,228672,251771,228672,251771,RS,Yes,No,Yes,No,0.949343339587242,No,29,803,350270034,3212,201500
RS,70,111,111,303,3021,Average,Average,10,0,Ranch 1 Story,1,Frame Stucco,1476,4,2,2600,2420,180,1,560,0,274536,302128,274536,302128,RS,Yes,No,Yes,No,0.9307692307692308,No,28,1040,350270037,4160,222920
RS,70,111,111,303,3021,Average,Above Average,18,0.4,Ranch 1 Story,1,Frame Masonry Veneer,1240,3,3,1240,1240,0,1,575,0,198065,238920,198065,238920,RS,Yes,No,Yes,Yes,1,Yes,44,826.6666666666666,350270045,2480,252800
RS,90,111,111,503,5022,Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,1100,3,2,1100,990,110,1,620,0,142172,206047,142172,206047,RS,Yes,No,Yes,No,0.9,No,63,733.3333333333334,350280004,2200,199991
RS,90,111,111,503,5022,Average,Average,28,0,Ranch 1 Story,1,Frame Masonry Veneer,1185,3,2,960,720,240,1,0,676,143579,206162,143579,206162,RS,No,Yes,Yes,No,0.75,No,65,715,350280005,2145,175200
RS,90,111,111,503,5022,Below Average,Average,29,0,Ranch 1 Story,1,Frame Vinyl,882,2,1,0,0,0,1,325,0,53673,90971,53673,90971,RS,Yes,No,No,No,0,No,67,411,350280008,822,108000
RS,110,111,111,605,6013,Average,Average,28,0,Ranch 1 Story,1,Frame Masonry Veneer,1170,3,1.75,1170,994,176,1,360,0,135619,202417,135619,202417,RS,Yes,No,Yes,No,0.8495726495726496,No,64,780,350290003,2340,203900
RS,110,111,111,605,6013,Average,Above Average,22,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1215,3,1,0,0,0,1,0,0,113056,138549,113056,138549,RS,No,No,No,No,0,Yes,64,405,350290009,1215,163000
RS,110,111,111,605,6013,Average,Above Average,21,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1148,3,2,1148,1148,0,2,0,0,180875,219509,180875,219509,RS,No,No,Yes,Yes,1,Yes,63,797.3333333333334,350300004,2392,253700
RS,110,111,111,605,6013,Average,Above Average,19,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1184,3,1.75,1148,1148,0,2,0,0,177622,211455,177622,211455,RS,No,No,Yes,Yes,1,Yes,62,777.3333333333334,350300019,2332,217500
RS,110,111,111,605,6013,Average,Above Average,19,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1500,2,2.5,750,750,0,1,0,0,192112,228705,192112,228705,RS,No,No,Yes,Yes,1,Yes,59,1125,350310007,2250,199700
RS,110,111,111,605,6013,Average,Above Average,23,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1366,3,2.25,1366,1338,28,1,0,0,191114,236527,191114,236527,RS,No,No,Yes,No,0.9795021961932651,Yes,55,910.6666666666666,350310012,2732,181000
RS,10,111,111,115,1040,Average,Average,35,0,Ranch 1 Story,1,Frame Masonry Veneer,1140,3,1.75,852,681,171,1,0,528,108701,195527,108701,195527,RS,No,Yes,Yes,No,0.7992957746478874,No,78,664,350350009,1992,178900
RS,10,111,111,115,1040,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,732,2,1,732,549,183,1,0,400,57934,121191,57934,121191,RS,No,Yes,Yes,No,0.75,No,78,732,350350010,1464,185700
RS,10,111,111,115,1040,Below Average,Above Average,35,0.7,Ranch 1 Story,1,Frame Vinyl,732,4,2,732,695,37,1,0,0,65611,113908,65611,113908,RS,No,No,Yes,No,0.9494535519125683,Yes,78,366,350350016,1464,159200
RS,10,111,111,115,1040,Below Average,Average,35,0,Ranch 1 Story,1,Frame Siding,870,2,1.5,732,622,110,1,0,840,80478,167678,80478,167678,RS,No,Yes,Yes,No,0.8497267759562842,No,78,801,350350028,1602,122300
RS,110,111,111,610,6005,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1208,4,2,0,0,0,1,420,0,127713,140344,127713,140344,RS,Yes,No,No,No,0,No,28,302,350360003,1208,194200
RS,110,111,111,610,6005,Average,Average,13,0,Ranch 1 Story,1,Frame Vinyl,1016,3,1,0,0,0,1,0,0,94866,108439,94866,108439,RS,No,No,No,No,0,No,34,344,350370012,1032,127400
RS,110,111,111,607,6034,Below Average,Average,29,0,Ranch 1 Story,1,Frame Vinyl,972,3,1,0,0,0,1,0,0,56311,95442,56311,95442,RS,No,No,No,No,0,No,67,324,350410024,972,124200
RS,110,111,111,607,6034,Below Average,Average,29,0,Ranch 1 Story,1,Frame Vinyl,972,3,1,0,0,0,1,0,0,55446,93976,55446,93976,RS,No,No,No,No,0,No,67,324,350410025,972,132200
RS,110,111,111,607,6034,Below Average,Above Average,31,0.55,Ranch 1 Story,1,Frame Vinyl,944,2,1,0,0,0,1,0,240,55896,96125,55896,96125,RS,No,Yes,No,No,0,Yes,70,472,350410027,944,123300
RS,110,111,111,607,6034,Below Average,Above Average,26,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1284,2,1,0,0,0,1,0,484,95233,136054,95233,136054,RS,No,Yes,No,No,0,Yes,69,642,350410040,1284,157200
RS,110,111,111,607,6034,Below Average,Average,30,0,Ranch 1 Story,1,Frame Vinyl,984,2,1,0,0,0,1,0,240,57342,102397,57342,102397,RS,No,Yes,No,No,0,No,69,492,350410041,984,108100
RS,110,111,111,607,6034,Below Average,Average,27,0,Ranch 1 Story,1,Frame Vinyl,1214,3,1,0,0,0,1,0,384,81923,130037,81923,130037,RS,No,Yes,No,No,0,No,63,404.6666666666667,350420009,1214,163100
RS,110,111,111,607,6034,Below Average,Average,27,0,Ranch 1 Story,1,Frame Aluminum,975,3,1,0,0,0,1,0,0,60983,96799,60983,96799,RS,No,No,No,No,0,No,63,325,350420010,975,129400
RS,130,111,111,701,7008,Below Average,Above Average,27,0.65,Ranch 1 Story,1,Frame Aluminum,1212,5,2,1104,1104,0,2,240,0,125411,178141,125411,178141,RS,Yes,No,Yes,Yes,1,Yes,78,463.2,350430011,2316,239500
RS,130,111,111,701,7008,Below Average,Above Average,23,0.7,Ranch 1 Story,1,Frame Aluminum,996,4,1,996,0,996,1,0,0,84911,110561,84911,110561,RS,No,No,Yes,No,0,Yes,78,498,350430013,1992,176800
RS,130,111,111,701,7008,Below Average,Average,35,0,Ranch 1 Story,1,Frame Aluminum,1248,4,2.75,992,992,0,1,0,0,79203,168516,79203,168516,RS,No,No,Yes,Yes,1,No,78,562,350430014,2248,207200
RS,130,111,111,701,7008,Below Average,Average,35,0,Ranch 1 Story,1,Frame Aluminum,780,4,1,780,780,0,1,0,0,56146,119460,56146,119460,RS,No,No,Yes,Yes,1,No,78,390,350430021,1560,146400
RS,130,111,111,701,7008,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,780,4,2,780,780,0,1,0,0,56233,120793,56233,120793,RS,No,No,Yes,Yes,1,No,78,390,350430028,1560,170300
RS,130,111,111,701,7008,Below Average,Above Average,35,0.6,Ranch 1 Story,1,Frame Aluminum,1040,4,1.75,928,742,186,1,0,240,73845,147361,73845,147361,RS,No,Yes,Yes,No,0.7995689655172413,Yes,78,492,350430045,1968,156600
RS,130,111,111,701,7008,Below Average,Above Average,35,0.9,Ranch 1 Story,1,Frame Vinyl,800,3,2,800,720,80,1,0,0,75098,119392,75098,119392,RS,No,No,Yes,No,0.9,Yes,78,546,350430053,1638,153800
RS,130,111,111,701,7008,Below Average,Above Average,19,0.75,Ranch 1 Story,1,Frame Vinyl,794,4,1.5,794,714,80,1,338,0,103388,127956,103388,127956,RS,Yes,No,Yes,No,0.8992443324937027,Yes,78,397,350430054,1588,214700
RS,130,111,111,701,7008,Below Average,Above Average,20,0.8,Ranch 1 Story,1,Frame Vinyl,988,4,2,988,889,99,1,0,480,116153,151911,116153,151911,RS,No,Yes,Yes,No,0.8997975708502024,Yes,78,494,350430056,1976,217800
RS,130,111,111,701,7008,Below Average,Above Average,22,0.45,Ranch 1 Story,1,Frame Siding,794,2,1.75,780,780,0,1,0,0,89216,120524,89216,120524,RS,No,No,Yes,Yes,1,Yes,78,787,350430064,1574,169200
RS,130,111,111,701,7008,Below Average,Above Average,21,0.75,Ranch 1 Story,1,Frame Vinyl,796,2,1.75,796,716,80,1,0,420,103655,128109,103655,128109,RS,No,Yes,Yes,No,0.8994974874371859,Yes,78,796,350430068,1592,173300
RS,130,111,111,701,7008,Below Average,Above Average,20,0.8,Ranch 1 Story,1,Frame Vinyl,794,2,1.75,780,702,78,1,0,0,97044,117629,97044,117629,RS,No,No,Yes,No,0.9,Yes,78,787,350430087,1574,204500
RS,130,111,111,701,7008,Below Average,Average,35,0,Ranch 1 Story,1,Frame Aluminum,1396,4,1.5,1396,698,698,1,0,0,78690,167426,78690,167426,RS,No,No,Yes,No,0.5,No,78,698,350430091,2792,170800
RS,130,111,111,701,7008,Below Average,Above Average,28,0.65,Ranch 1 Story,1,Frame Vinyl,796,2,1.75,768,768,0,1,0,0,78785,114513,78785,114513,RS,No,No,Yes,Yes,1,Yes,78,823,350430092,1646,162800
RS,130,111,111,701,7008,Below Average,Above Average,32,0.6,Ranch 1 Story,1,Frame Vinyl,1304,2,1.75,848,848,0,1,0,0,100961,161796,100961,161796,RS,No,No,Yes,Yes,1,Yes,78,1108.5,350430093,2217,183800
RS,130,111,111,701,7008,Below Average,Above Average,10,0.9,Ranch 1 Story,1,Frame Vinyl,794,2,1.75,794,754,40,1,0,0,108611,117672,108611,117672,RS,No,No,Yes,No,0.9496221662468514,Yes,78,794,350430094,1588,167000
RS,130,111,111,701,7008,Below Average,Above Average,18,0.8,Ranch 1 Story,1,Frame Vinyl,1027,1,1.75,1027,975,52,2,0,484,135513,168833,135513,168833,RS,No,Yes,Yes,No,0.9493670886075949,Yes,78,2054,350430099,2054,176210
RS,130,111,111,701,7008,Below Average,Above Average,35,0.45,Ranch 1 Story,1,Frame Vinyl,996,3,1.75,996,100,896,1,0,0,66377,126916,66377,126916,RS,No,No,Yes,No,0.10040160642570281,Yes,78,630.6666666666666,350430113,1892,162500
RS,130,111,111,701,7008,Below Average,Above Average,33,0.6,Ranch 1 Story,1,Frame Vinyl,988,2,1,988,296,692,1,0,0,79087,130077,79087,130077,RS,No,No,Yes,No,0.29959514170040485,Yes,78,988,350430144,1976,164500
RS,130,111,111,701,7008,Below Average,Above Average,29,0.65,Ranch 1 Story,1,Frame Vinyl,792,3,2,792,792,0,1,0,384,88084,140315,88084,140315,RS,No,Yes,Yes,Yes,1,Yes,78,528,350430152,1584,153834
RS,130,111,111,701,7008,Below Average,Above Average,29,0.65,Ranch 1 Story,1,Frame Vinyl,792,3,2,792,792,0,1,0,384,88084,140315,88084,140315,RS,No,Yes,Yes,Yes,1,Yes,78,536,350430152,1608,208300
RS,130,111,111,701,7008,Below Average,Average,33,0,Ranch 1 Story,1,Frame Vinyl,1590,3,2.5,892,892,0,1,0,384,97677,202363,97677,202363,RS,No,Yes,Yes,Yes,1,No,75,761.3333333333334,350430153,2284,222200
RS,130,111,111,701,7008,Below Average,Above Average,35,0.6,Ranch 1 Story,1,Frame Vinyl,1356,2,1.75,996,896,100,1,0,0,98089,170294,98089,170294,RS,No,No,Yes,No,0.8995983935742972,Yes,78,1176,350430163,2352,163500
RS,90,111,111,501,5025,Average,Above Average,18,0.8,Split Level,1,Frame Vinyl,1526,5,1.75,588,588,0,1,392,0,176942,204747,176942,204747,RS,Yes,No,Yes,Yes,1,Yes,45,422.8,350450003,2114,222300
RS,90,111,111,502,5002,Average,Above Average,21,0.9,Ranch 1 Story,1,Frame Masonry Veneer,1244,5,2.5,1188,1188,0,1,480,0,192580,227636,192580,227636,RS,Yes,No,Yes,Yes,1,Yes,50,486.4,350470013,2432,216400
RS,90,111,111,502,5002,Average,Average,21,0,Split Level,1,Frame Masonry Veneer,1272,3,2.5,1200,1200,0,1,525,0,175199,224614,175199,224614,RS,Yes,No,Yes,Yes,1,No,51,824,350470015,2472,257400
RSOB,45,111,111,181,1839,Above Average,Average,18,0,Bi Level 1 Story,1,Frame Plywood,1936,4,3.75,960,960,0,1,0,500,255110,314951,255110,314951,RSOB,No,Yes,Yes,Yes,1,No,45,692.75,350520001,2771,426200
RSOB,45,111,111,181,1839,Above Average,Average,17,0,Ranch 1 Story,1,Frame Aluminum,1570,3,2.25,1570,1570,0,1,792,0,270084,325403,270084,325403,RSOB,Yes,No,Yes,Yes,1,No,43,1046.6666666666667,350520031,3140,314000
RSOB,45,111,111,181,1839,Above Average,Above Average,10,0.3,Ranch 1 Story,1,Frame Stucco,2424,6,3,1380,1380,0,2,1200,0,392908,427539,392908,427539,RSOB,Yes,No,Yes,Yes,1,Yes,28,665,350520032,3990,525000
RSOB,45,111,111,181,1839,Average,Above Average,13,0.6,Ranch 1 Story,1.5,Log,2020,3,2,0,0,0,1,600,0,177301,196129,177301,196129,RSOB,Yes,No,No,No,0,Yes,34,673.3333333333334,350520033,2020,438000
RS,45,111,111,182,1861,Average,Average,17,0,2 Story,2,Frame Vinyl,1905,3,2.25,1099,440,659,1,529,0,196418,237564,196418,237564,RS,Yes,No,Yes,No,0.40036396724294815,No,42,1001.3333333333334,350530005,3004,228500
RS,45,111,111,182,1861,Average,Average,11,0,Split Level,2,Frame Vinyl,2119,3,3.5,764,764,0,1,575,0,234775,261394,234775,261394,RS,Yes,No,Yes,Yes,1,No,31,961,350530014,2883,275400
RS,70,111,111,303,3021,Average,Average,11,0,Ranch 1 Story,1,Frame Vinyl,1421,2,0.75,728,0,728,1,546,0,151939,168821,151939,168821,RS,Yes,No,Yes,No,0,No,30,1067.5,350560002,2135,191100
RS,70,111,111,303,3021,Average,Above Average,12,0.3,Split Level,1,Frame Vinyl,1216,3,2.75,1204,1204,0,1,440,0,202392,224876,202392,224876,RS,Yes,No,Yes,Yes,1,Yes,32,806.6666666666666,350560006,2420,-135700
RS,70,111,111,303,3021,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1294,3,3,1280,1280,0,2,600,0,215051,234142,216008,236096,RS,Yes,No,Yes,Yes,1,No,26,885.3333333333334,350560007,2656,199500
RS,70,111,111,303,3021,Average,Average,12,0,Bi Level 1 Story,1,Frame Vinyl,1366,4,2.75,1288,1223,65,1,736,0,204900,230225,204900,230225,RS,Yes,No,Yes,No,0.9495341614906833,No,32,663.5,350560024,2654,228300
RS,70,111,111,303,3021,Average,Above Average,15,0.65,Ranch 1 Story,1,Frame Masonry Veneer,1530,4,2.75,1260,1197,63,1,532,0,220507,250576,220507,250576,RS,Yes,No,Yes,No,0.95,Yes,42,697.5,350560044,2790,294700
RS,70,111,111,303,3021,Average,Above Average,15,0.7,Bi Level 1 Story,1,Frame Vinyl,1352,5,2.75,1010,1010,0,1,484,0,192928,219964,192928,219964,RS,Yes,No,Yes,Yes,1,Yes,42,472.4,350560065,2362,248600
RS,70,111,111,302,3015,Average,Average,11,0,2 Story,2,Frame Vinyl,2238,4,3.25,882,0,882,1,832,0,218919,243754,218919,243754,RS,Yes,No,Yes,No,0,No,30,780,350570003,3120,225600
RS,60,111,111,201,2024,Average,Average,10,0,Ranch 1 Story,1,Frame Masonry Veneer,1792,4,4.75,1792,1762,30,1,600,0,293850,322912,293850,322912,RS,Yes,No,Yes,No,0.9832589285714286,No,28,896,350630011,3584,307800
SR,110,111,111,611,6064,Average,Average,7,0,Ranch 1 Story,1,Frame Stucco,2398,3,3.75,2382,2382,0,2,0,780,360821,384091,366549,391435,SR,No,Yes,Yes,Yes,1,No,22,1593.3333333333333,350640015,4780,430400
RS,110,111,111,611,6064,Average,Average,18,0,Ranch 1 Story,1,Frame Masonry Veneer,1188,3,3.5,1188,1188,0,1,675,0,185829,229419,185829,229419,RS,Yes,No,Yes,Yes,1,No,44,792,350640017,2376,299200
RS,110,111,111,611,6064,Average,Above Average,17,0.3,Ranch 1 Story,1,Frame Masonry Veneer,1543,3,1.75,1320,660,660,1,636,0,198599,234473,198599,234473,RS,Yes,No,Yes,No,0.5,Yes,42,880,350640018,2640,308900
RS,110,111,111,611,6064,Average,Average,14,0,Split Level,1,Frame Vinyl,1154,5,2,624,624,0,1,572,0,150540,173034,150540,173034,RS,Yes,No,Yes,Yes,1,No,37,355.6,350640019,1778,279500
RS,110,111,111,611,6064,Average,Average,17,0,Ranch 1 Story,1,Frame Vinyl,1680,3,3,1680,1512,168,1,552,0,222745,268368,224483,276642,RS,Yes,No,Yes,No,0.9,No,43,1120,350640025,3360,282700
RS,110,111,111,611,6064,Average,Average,17,0,Ranch 1 Story,1,Frame Hardboard,3180,4,2.75,0,0,0,1,0,0,239685,288777,239685,288777,RS,No,No,No,No,0,No,43,787.5,350640026,3150,271300
RS,110,111,111,611,6064,Average,Above Average,15,0.7,Ranch 1 Story,1,Frame Masonry Veneer,1997,5,3.75,1997,1997,0,1,675,0,318433,361856,318433,361856,RS,Yes,No,Yes,Yes,1,Yes,42,798.8,350640027,3994,406900
RS,110,111,111,611,6064,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1416,3,1.75,1374,0,1374,1,600,0,170124,186949,170124,186949,RS,Yes,No,Yes,No,0,No,29,930,350640029,2790,348000
RS,110,111,111,612,6014,Average,Average,11,0,2 Story,2,Frame Vinyl,2688,4,2.5,1223,0,1223,1,440,0,248839,276488,248839,276488,RS,Yes,No,Yes,No,0,No,31,972,350660004,3888,255800
RS,110,111,111,612,6014,Average,Average,17,0,Bi Level 1 Story,1,Frame Masonry Veneer,1792,2,2,1260,1260,0,1,532,0,229562,276581,229562,276581,RS,Yes,No,Yes,Yes,1,No,42,1526,350660007,3052,354500
RS,70,111,111,301,3002,Average,Average,17,0,Ranch 1 Story,1,Frame Masonry Veneer,1546,3,2,1546,1160,386,1,572,0,214802,258798,214802,258798,RS,Yes,No,Yes,No,0.7503234152652005,No,43,1030.6666666666667,350670006,3092,187800
RS,70,111,111,301,3002,Average,Average,17,0,2 Story,2,Frame Masonry Veneer,2362,4,3.5,1298,1298,0,1,625,0,271046,326562,271046,326562,RS,Yes,No,Yes,Yes,1,No,42,953,350670007,3812,310900
RS,110,111,111,602,6006,Above Average,Average,9,0,2 Story,2,Frame Stucco,2501,3,3.75,0,0,0,1,576,0,269380,292804,269380,292804,RS,Yes,No,No,No,0,No,27,850,350690004,2550,210400
RS,110,111,111,602,6006,Average,Average,6,0,Ranch 1 Story,0,Frame Hardboard,2446,5,3,0,0,0,1,483,0,249941,249941,249941,249941,RS,Yes,No,No,No,0,No,2,476.8,350690014,2384,153041
RS,110,111,111,602,6006,Above Average,Average,16,0,2 Story,2,Frame Masonry Veneer,3206,3,2.25,0,0,0,1,580,0,307285,365816,307285,365816,RS,Yes,No,No,No,0,No,40,1068.6666666666667,350690040,3206,198800
RS,110,111,111,612,6004,Average,Above Average,17,0.55,2 Story,2,Frame Masonry Veneer,2715,6,4.25,1320,1320,0,1,575,0,303966,351813,303966,351813,RS,Yes,No,Yes,Yes,1,Yes,42,674.6666666666666,350710008,4048,408200
RS,90,111,111,503,5009,Average,Average,16,0,Split Level,1,Frame Vinyl,1616,3,3,1544,1244,300,1,575,0,209347,250056,209347,250056,RS,Yes,No,Yes,No,0.805699481865285,No,40,1053.3333333333333,350720011,3160,231800
RS,90,111,111,503,5009,Average,Average,16,0,Split Level,1,Frame Vinyl,1616,3,3,1544,1244,300,1,575,0,209347,250056,209347,250056,RS,Yes,No,Yes,No,0.805699481865285,No,40,1053.3333333333333,350720011,3160,289800
RS,90,111,111,505,5032,Above Average,Average,17,0,2 Story,2,Frame Masonry Veneer,1976,3,4.25,992,992,0,1,616,0,281208,338805,281208,338805,RS,Yes,No,Yes,Yes,1,No,42,781,350730001,2343,234250
RS,90,111,111,505,5032,Average,Above Average,11,0.7,2 Story,2,Frame Vinyl,2522,7,3.75,1267,1267,0,1,626,0,280198,304563,280198,304563,RS,Yes,No,Yes,Yes,1,Yes,35,575.7142857142857,350730007,4030,378600
RS,90,111,111,505,5032,Average,Average,17,0,2 Story,2,Frame Masonry Veneer,2129,8,3.25,1179,1169,10,1,500,0,249320,300385,249320,300385,RS,Yes,No,Yes,No,0.991518235793045,No,42,446.875,350730023,3575,276300
RS,90,111,111,505,5032,Above Average,Average,13,0,2 Story,2,Frame Masonry Veneer,3004,6,5,1502,1502,0,1,788,0,470608,534782,470608,534782,RS,Yes,No,Yes,Yes,1,No,34,751,350740009,4506,435600
RS,90,111,111,505,5032,Above Average,Average,13,0.05,2 Story,2,Frame Stucco,3399,7,3.75,1566,1550,16,2,588,0,458857,521701,458857,521701,RS,Yes,No,Yes,No,0.9897828863346104,Yes,35,707,350740035,4949,364900
RS,170,111,111,744,7409,Average,Above Average,12,0.7,Ranch 1 Story,1,Frame Vinyl,1802,3,2,1066,1066,0,1,484,0,222988,245211,222988,245211,RS,Yes,No,Yes,Yes,1,Yes,40,956,350780005,2868,198700
RS,170,111,111,744,7409,Average,Average,15,0,Ranch 1 Story,1,Frame Vinyl,1066,3,2,1066,959,107,1,0,0,143756,169125,143756,169125,RS,No,No,Yes,No,0.899624765478424,No,39,710.6666666666666,350780009,2132,180900
RS,170,111,111,744,7409,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1040,3,2,1040,1040,0,1,0,0,140771,167585,140771,167585,RS,No,No,Yes,Yes,1,No,41,693.3333333333334,350780013,2080,180200
RS,170,111,111,744,7409,Average,Average,16,0,Bi Level 1 Story,1,Frame Stucco,1096,3,3,1080,972,108,2,732,0,171102,203621,171102,203621,RS,Yes,No,Yes,No,0.9,No,41,713.3333333333334,350780016,2140,231700
RS,170,111,111,744,7409,Average,Average,16,0,Ranch 1 Story,1,Frame Masonry Veneer,1134,3,2,1134,963,171,1,754,0,186282,221764,186282,221764,RS,Yes,No,Yes,No,0.8492063492063492,No,41,756,350780023,2268,207200
RS,170,111,111,744,7409,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1080,3,1,1080,0,1080,1,0,0,116699,139808,116699,139808,RS,No,No,Yes,No,0,No,41,720,350780027,2160,222400
RS,90,111,111,506,5003,Average,Average,15,0,2 Story,2,Frame Vinyl,3120,4,2.5,0,0,0,1,720,0,227272,268132,227272,268132,RS,Yes,No,No,No,0,No,38,780,350850008,3120,190300
RS,182,111,111,731,7302,Average,Average,3,0,Ranch 1 Story,1,Frame Masonry Veneer,2269,3,3.5,2315,810,1505,1,924,0,332704,339494,332704,339494,RS,Yes,No,Yes,No,0.34989200863930886,No,14,1528,350870002,4584,414800
RS,170,111,111,744,7409,Average,Average,9,0,Ranch 1 Story,1,Frame Vinyl,1104,3,2.5,1092,819,273,1,588,0,174808,190422,174808,190422,RS,Yes,No,Yes,No,0.75,No,27,736,350880029,2208,197400
RS,170,111,111,744,7409,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1220,3,2,1204,421,783,1,616,0,169336,186083,169336,186083,RS,Yes,No,Yes,No,0.3496677740863787,No,28,814.6666666666666,350880035,2444,196700
RS,170,111,111,744,7409,Average,Average,14,0,Ranch 1 Story,1,Frame Vinyl,1040,3,1,1040,988,52,1,0,0,153692,177393,153692,177393,RS,No,No,Yes,No,0.95,No,37,693.3333333333334,350880039,2080,232200
RS,90,111,111,502,5024,Average,Average,14,0,Bi Level 1 Story,1,Frame Vinyl,996,2,2,936,936,0,2,0,0,150026,172444,150026,172444,RS,No,No,Yes,Yes,1,No,37,966,350960005,1932,173700
RS,90,111,111,502,5024,Average,Average,15,0,Ranch 1 Story,1,Frame Vinyl,1026,3,2,1026,974,52,1,0,0,139144,164452,139144,164452,RS,No,No,Yes,No,0.949317738791423,No,38,671.3333333333334,350960010,2014,196700
RS,90,111,111,502,5024,Average,Above Average,15,0.4,Ranch 1 Story,1,Frame Vinyl,988,4,2,988,988,0,2,0,0,144072,166887,144072,166887,RS,No,No,Yes,Yes,1,Yes,38,494,350960011,1976,216700
RSOB,45,111,111,182,1861,Average,Above Average,13,0.6,Ranch 1 Story,1,Frame Stucco,2040,3,2.75,1844,1659,185,1,506,0,277975,308034,277975,308034,RSOB,Yes,No,Yes,No,0.8996746203904555,Yes,35,1234.6666666666667,350980008,3704,392000
RS,90,111,111,503,5009,Average,Above Average,10,0.8,2 Story,2,Frame Vinyl,1487,3,2.25,609,487,122,1,420,0,180628,192773,180628,192773,RS,Yes,No,Yes,No,0.7996715927750411,Yes,37,724.6666666666666,350990003,2174,209600
