PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,ACCOUNTNO,MLS_TOTAL_SQFT,IMPROVED
RS,131,111,111,705,7007,Average,Average,1,0,2 Story,0,Frame Vinyl,2217,4,2.5,0,0,0,1,547,0,208617,210724,208617,210724,RS,Yes,No,No,No,0,No,11,554.25,496370037,2217,208400
RS,131,111,111,705,7007,Average,Average,1,0,2 Story,2,Frame Vinyl,1983,4,2.5,0,0,0,1,392,0,190526,192450,190526,192450,RS,Yes,No,No,No,0,No,11,495.75,496370042,1983,226800
RS,131,111,111,705,7007,Average,Average,1,0,2 Story,2,Frame Vinyl,2024,4,2.5,0,0,0,1,430,0,194398,196362,194398,196362,RS,Yes,No,No,No,0,No,11,506,496370043,2024,236800
RS,38,111,111,151,1517,Average,Average,1,1,Ranch 1 Story,1,Frame Stucco,1470,1,1.5,1470,0,1470,1,440,0,181860,195548,181860,195548,RS,Yes,No,Yes,No,0,Yes,10,2900,496390006,2900,236100
RS,38,111,111,151,1517,Average,Average,2,1,2 Story,2,Frame Stucco,2550,3,3.5,1216,1155,61,1,662,0,285071,306528,285071,306528,RS,Yes,No,Yes,No,0.9498355263157895,Yes,10,1255.3333333333333,496390008,3766,293900
RS,38,111,111,151,1517,Average,Average,2,0,2 Story,2,Frame Stucco,2208,3,3.5,1078,1024,54,1,440,0,260919,277573,260919,277573,RS,Yes,No,Yes,No,0.9499072356215214,No,9,1088.3333333333333,496390014,3265,278900
RS,38,111,111,151,1517,Average,Average,2,0,2 Story,2,Frame Stucco,4521,6,3,1944,97,1847,1,1060,0,416245,433589,416245,433589,RS,Yes,No,Yes,No,0.04989711934156379,No,7,1093.6666666666667,496390015,6562,551900
RS,38,111,111,151,1517,Above Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,2104,1,3.25,2094,2094,0,1,1150,0,399103,415732,402231,418860,RS,Yes,No,Yes,Yes,1,No,7,4264,496390020,4264,465000
RS,38,111,111,151,1517,Average,Average,1,1,Ranch 1 Story,1,Frame Stucco,1609,3,2,1661,1080,581,1,484,0,235211,250225,235211,250225,RS,Yes,No,Yes,No,0.650210716435882,Yes,9,1090,496400030,3270,252200
RS,38,111,111,151,1517,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2188,4,4,1765,1765,0,1,872,0,314503,331056,314503,331056,RS,Yes,No,Yes,Yes,1,No,8,1002,496400047,4008,354200
RS,38,111,111,152,1509,Average,Above Average,3,0.5,Ranch 1 Story,1,Frame Vinyl,1172,3,2,1160,0,1160,1,441,0,165123,168337,165123,168337,RS,Yes,No,Yes,No,0,Yes,15,777.3333333333334,496420061,2332,185300
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3046,4,2.5,1292,0,1292,1,462,0,288330,294418,288330,294418,RS,Yes,No,Yes,No,0,No,15,1064.75,496420064,4259,269600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2584,3,2.5,0,0,0,1,441,0,230424,235331,230424,235331,RS,Yes,No,No,No,0,No,15,861.6666666666666,496420065,2585,222800
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1160,3,2.75,1160,1044,116,1,441,0,196676,200894,196676,200894,RS,Yes,No,Yes,No,0.9,No,15,703.3333333333334,496420069,2110,182600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3046,4,3.5,1270,0,1270,1,506,0,295568,301784,295568,301784,RS,Yes,No,Yes,No,0,No,14,1089.5,496420071,4358,226200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2584,3,3.5,1047,1047,0,1,441,0,289677,295793,289677,295793,RS,Yes,No,Yes,Yes,1,No,15,1191.6666666666667,496420076,3575,276800
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2585,3,2.5,1047,0,1047,1,441,0,258013,263483,258013,263483,RS,Yes,No,Yes,No,0,No,15,1210.6666666666667,496420077,3632,218800
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2595,3,3.5,1068,961,107,1,420,0,289507,295619,289507,295619,RS,Yes,No,Yes,No,0.899812734082397,No,15,1217.6666666666667,496420084,3653,249700
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1650,3,2.75,1750,1750,0,2,400,0,271066,276782,271066,276782,RS,Yes,No,Yes,Yes,1,No,14,1133.3333333333333,496420115,3400,277020
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2542,3,2.75,1005,0,1005,1,483,0,257288,262722,257288,262722,RS,Yes,No,Yes,No,0,No,14,1182.3333333333333,496420121,3547,251400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1859,4,3.5,675,675,0,1,441,0,223618,228365,223618,228365,RS,Yes,No,Yes,Yes,1,No,14,633.5,496470096,2534,207900
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2581,4,3.5,1020,1020,0,1,462,0,293886,300067,293886,300067,RS,Yes,No,Yes,Yes,1,No,14,904,496470100,3616,244000
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2581,4,3.5,1020,1020,0,1,462,0,293886,300067,293886,300067,RS,Yes,No,Yes,Yes,1,No,14,904,496470100,3616,234600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1530,3,2,550,0,550,1,441,0,170697,174181,170697,174181,RS,Yes,No,Yes,No,0,No,14,693.3333333333334,496470105,2080,196200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2630,3,2.5,1050,0,1050,1,440,0,258082,263533,258082,263533,RS,Yes,No,Yes,No,0,No,14,1226.6666666666667,496470111,3680,243400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1438,3,2,511,0,511,1,405,0,161699,165183,161699,165183,RS,Yes,No,Yes,No,0,No,14,657,496470114,1971,186800
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2519,3,2.5,1020,51,969,1,441,0,252301,257634,252301,257634,RS,Yes,No,Yes,No,0.05,No,14,1179.6666666666667,496470116,3539,250950
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3075,3,2.5,1200,240,960,1,420,0,297772,304033,297772,304033,RS,Yes,No,Yes,No,0.2,No,14,1411.6666666666667,496470117,4235,200200
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1536,3,3,1536,1536,0,2,441,0,258208,263661,258208,263661,RS,Yes,No,Yes,Yes,1,No,14,1024,496470119,3072,213200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1741,3,2.5,650,0,650,1,441,0,191329,195417,191329,195417,RS,Yes,No,Yes,No,0,No,14,797,496470126,2391,194400
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1536,3,2,1536,0,1536,1,441,0,198228,202457,198228,202457,RS,Yes,No,Yes,No,0,No,14,1024,496470128,3072,199900
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1741,3,3.5,650,537,113,1,441,0,214598,219161,214598,219161,RS,Yes,No,Yes,No,0.8261538461538461,No,14,797,496470129,2391,182800
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1566,3,3,1566,1409,157,1,420,0,246771,251991,246771,251991,RS,Yes,No,Yes,No,0.8997445721583652,No,14,1044,496470133,3132,253667
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1566,3,3,1566,1488,78,1,400,0,251294,256606,251294,256606,RS,Yes,No,Yes,No,0.9501915708812261,No,14,1044,496470134,3132,266850
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1875,4,2.5,700,665,35,1,420,0,220381,225062,220381,225062,RS,Yes,No,Yes,No,0.95,No,14,650,496470137,2600,199400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3075,4,2.5,1200,0,1200,1,420,0,263816,296423,263816,296423,RS,Yes,No,Yes,No,0,No,14,1069.5,496470140,4278,253300
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1419,3,3,594,564,30,1,231,0,179802,183471,179802,183471,RS,Yes,No,Yes,No,0.9494949494949495,No,14,676.6666666666666,496470143,2030,207100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1581,3,2.5,575,0,575,1,441,0,177372,181176,177372,181176,RS,Yes,No,Yes,No,0,No,14,721.3333333333334,496470151,2164,174100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1581,3,2.5,575,0,575,1,441,0,177372,181176,177372,181176,RS,Yes,No,Yes,No,0,No,14,721.3333333333334,496470151,2164,204700
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1449,3,3,594,564,30,1,231,0,184575,188526,184575,188526,RS,Yes,No,Yes,No,0.9494949494949495,No,14,681,496470156,2043,187000
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3058,3,3.5,1200,1080,120,1,420,0,323953,330748,323953,330748,RS,Yes,No,Yes,No,0.9,No,14,1419.6666666666667,496470162,4259,261600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2641,3,2.5,1050,0,1050,1,462,0,260894,266402,260894,266402,RS,Yes,No,Yes,No,0,No,14,1230.3333333333333,496470165,3691,224100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2641,3,2.5,1050,0,1050,1,462,0,260894,266402,260894,266402,RS,Yes,No,Yes,No,0,No,14,1230.3333333333333,496470165,3691,244100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2604,4,2.5,1050,0,1050,1,440,0,257261,262695,257261,262695,RS,Yes,No,Yes,No,0,No,14,913.5,496470168,3654,224100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1896,3,3,700,700,0,1,441,0,227757,232589,227757,232589,RS,Yes,No,Yes,Yes,1,No,14,860.6666666666666,496470169,2582,229400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1953,4,2.5,720,648,72,1,462,0,227019,231836,227019,231836,RS,Yes,No,Yes,No,0.9,No,14,668.25,496470172,2673,258100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3050,4,2.5,1200,0,1200,1,420,0,284133,289932,284133,289932,RS,Yes,No,Yes,No,0,No,14,1062.5,496470173,4250,255805
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1539,3,2,1539,0,1539,1,441,0,198770,202827,198770,202827,RS,Yes,No,Yes,No,0,No,13,1026,496470176,3078,209992
RS,38,111,111,152,1509,Average,Above Average,3,0.6,2 Story,2,Frame Vinyl,1969,3,2.5,720,0,720,1,462,0,208792,212337,208792,212337,RS,Yes,No,Yes,No,0,Yes,14,896.3333333333334,496470177,2689,259400
RS,38,111,111,152,1509,Average,Average,3,1,2 Story,2,Frame Vinyl,1741,3,3,650,650,0,1,441,0,211720,216224,211720,216224,RS,Yes,No,Yes,Yes,1,Yes,14,797,496470192,2391,185700
RS,140,111,111,714,7106,Above Average,Average,1,1,1½ Story Fin,2,Frame Siding,3802,5,4.5,3072,3072,0,2,887,640,579260,622419,579260,622419,RS,Yes,Yes,Yes,Yes,1,Yes,10,1374.8,496490018,6874,858100
RS,140,111,111,714,7106,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2508,4,4.5,1894,1894,0,1,1072,0,425285,438438,425285,438438,RS,Yes,No,Yes,Yes,1,No,6,1100.5,496490024,4402,390100
RS,190,111,111,751,7501,Average,Above Average,32,0.7,Ranch 1 Story,1.5,Frame Vinyl,1537,4,1,285,0,285,1,578,0,119822,176209,119822,176209,RS,Yes,No,Yes,No,0,Yes,108,455.5,496520003,1822,138800
RS,110,111,111,607,6020,Average,Average,3,0,2 Story,2,Frame Vinyl,1496,3,2.25,588,0,588,1,462,0,172710,176418,172710,176418,RS,Yes,No,Yes,No,0,No,14,694.6666666666666,496580002,2084,202200
RS,110,111,111,607,6020,Average,Average,3,0,2 Story,2,Frame Vinyl,1496,3,2.25,588,58,530,1,462,0,171098,174773,171098,174773,RS,Yes,No,Yes,No,0.09863945578231292,No,14,694.6666666666666,496580004,2084,219400
RS,70,111,111,306,3013,Average,Average,2,0,2 Story,0,Frame Stucco,2528,4,2.5,1709,0,1709,1,783,0,273280,281732,273280,281732,RS,Yes,No,Yes,No,0,No,6,1069.75,496600005,4279,441300
RS,70,111,111,306,3013,Above Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,2176,3,3.5,2228,2207,21,1,836,0,396026,412527,396026,412527,RS,Yes,No,Yes,No,0.9905745062836625,No,7,1468,496600010,4404,413200
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,0,Frame Vinyl,1294,3,2,1280,0,1280,1,400,0,175213,176983,175213,176983,RS,Yes,No,Yes,No,0,No,7,858,496610201,2574,258400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2584,3,2.5,1047,0,1047,1,441,0,254433,259809,254433,259809,RS,Yes,No,Yes,No,0,No,14,1210.3333333333333,496630002,3631,238200
RS,38,111,111,152,1509,Average,Average,1,0,2 Story,0,Frame Stucco,2112,4,2.5,890,0,890,1,420,0,222747,227293,222747,227293,RS,Yes,No,Yes,No,0,No,5,668,496630005,2672,249000
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,0,Frame Aluminum,1263,3,2,0,0,0,1,441,0,133291,136011,133291,136011,RS,Yes,No,No,No,0,No,11,421,496630009,1263,183200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Aluminum,1262,3,2,639,483,156,1,420,0,167929,171356,167929,171356,RS,Yes,No,Yes,No,0.755868544600939,No,11,633.6666666666666,496630011,1901,189200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Aluminum,1420,3,2,756,0,756,1,420,0,169108,172559,169108,172559,RS,Yes,No,Yes,No,0,No,11,725.3333333333334,496630013,2176,174800
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1746,3,3,1746,1746,0,1,462,0,277773,283442,277773,283442,RS,Yes,No,Yes,Yes,1,No,14,1164,496630016,3492,253300
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,0,Frame Vinyl,1200,3,3,1200,1100,100,2,400,0,211608,213826,211608,213826,RS,Yes,No,Yes,No,0.9166666666666666,No,8,800,496630020,2400,257600
RS,38,111,111,152,1509,Average,Average,4,0,2 Story,2,Frame Vinyl,2124,4,2.5,920,0,920,1,400,0,220662,227631,220662,227631,RS,Yes,No,Yes,No,0,No,13,754.25,496630027,3017,215100
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,0,Frame Siding,1306,3,2,1280,0,1280,1,388,0,176664,184025,176664,184025,RS,Yes,No,Yes,No,0,No,7,862,496630028,2586,223200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Siding,2038,4,2.5,778,0,778,1,484,0,219655,224321,219655,224321,RS,Yes,No,Yes,No,0,No,14,704,496630029,2816,272600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Siding,1825,3,2.5,806,0,806,1,528,0,204040,208204,204040,208204,RS,Yes,No,Yes,No,0,No,11,877,496630030,2631,249900
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Siding,1825,3,2.5,806,0,806,1,528,0,199878,203957,199878,203957,RS,Yes,No,Yes,No,0,No,11,877,496630031,2631,202200
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Siding,1176,3,3,1160,580,580,1,441,0,192239,196162,192239,196162,RS,Yes,No,Yes,No,0.5,No,11,778.6666666666666,496630032,2336,218000
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,0,Frame Vinyl,1294,3,2,1280,960,320,1,400,0,203437,205553,203437,205553,RS,Yes,No,Yes,No,0.75,No,7,858,496630033,2574,209500
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,0,Frame Vinyl,1294,3,2,1280,960,320,1,400,0,203437,205553,203437,205553,RS,Yes,No,Yes,No,0.75,No,7,858,496630033,2574,224000
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1357,2,3,1357,1357,0,1,440,0,227595,232240,227595,232240,RS,Yes,No,Yes,Yes,1,No,14,1357,496630034,2714,251100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,1262,3,2,0,0,0,1,420,0,136236,139016,136236,139016,RS,Yes,No,No,No,0,No,11,411.3333333333333,496630035,1234,174600
RS,38,111,111,152,1509,Average,Average,3,0,Split Level,2,Frame Vinyl,1144,3,2.5,894,410,484,1,462,0,165309,168683,165309,168683,RS,Yes,No,Yes,No,0.45861297539149887,No,14,683,496630036,2049,205100
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1160,3,3,1160,1160,0,2,441,0,203918,208080,203918,208080,RS,Yes,No,Yes,Yes,1,No,11,733.3333333333334,496630038,2200,214100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,1,Frame Vinyl,1236,3,2,639,479,160,1,420,0,163425,166760,163425,166760,RS,Yes,No,Yes,No,0.7496087636932708,No,11,625,496630042,1875,181100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2723,4,3.5,1125,1048,77,1,441,0,302732,309094,302732,309094,RS,Yes,No,Yes,No,0.9315555555555556,No,14,962,496630044,3848,283300
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2799,4,2.5,0,0,0,1,441,0,246634,251851,246634,251851,RS,Yes,No,No,No,0,No,14,679.25,496630045,2717,272300
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2722,4,3.5,1125,1125,0,1,441,0,306918,313365,306918,313365,RS,Yes,No,Yes,Yes,1,No,14,975.25,496630050,3901,261200
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,3046,4,3.25,1270,381,889,1,506,0,304293,310687,304293,310687,RS,Yes,No,Yes,No,0.3,No,14,1079,496630054,4316,279100
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2723,4,2.5,1125,112,1013,1,441,0,265649,271070,265649,271070,RS,Yes,No,Yes,No,0.09955555555555555,No,14,962,496630057,3848,262300
RS,38,111,111,152,1509,Average,Above Average,3,0.4,Ranch 1 Story,1,Frame Aluminum,1160,3,2,1160,580,580,1,441,0,178572,181845,178572,181845,RS,Yes,No,Yes,No,0.5,Yes,11,780,496630065,2340,224900
RS,38,111,111,152,1509,Average,Average,2,0,2 Story,2,Frame Vinyl,3048,5,2.5,1272,0,1272,1,504,0,287661,293695,287661,293695,RS,Yes,No,Yes,No,0,No,13,872,496630071,4360,243400
RS,38,111,111,152,1509,Average,Above Average,2,0.3,2 Story,2,Frame Vinyl,2517,3,3,1005,955,50,1,483,0,282026,287363,282026,287363,RS,Yes,No,Yes,No,0.9502487562189055,Yes,14,1176.6666666666667,496630073,3530,248400
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2801,4,2.5,1164,116,1048,1,441,0,276016,281833,276016,281833,RS,Yes,No,Yes,No,0.09965635738831616,No,14,991.25,496630076,3965,249500
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Vinyl,2082,4,3.5,888,844,44,2,420,0,256328,261743,256328,261743,RS,Yes,No,Yes,No,0.9504504504504504,No,14,742.5,496630077,2970,254750
RS,38,111,111,152,1509,Average,Average,3,0,Ranch 1 Story,1,Frame Vinyl,1212,4,2,1200,169,1031,1,388,0,167403,176214,167403,176214,RS,Yes,No,Yes,No,0.14083333333333334,No,8,553,496630079,2212,225600
RS,38,111,111,152,1509,Average,Above Average,1,0.7,2 Story,2,Frame Aluminum,1262,3,2,639,0,639,1,420,0,154606,155857,154606,155857,RS,Yes,No,Yes,No,0,Yes,11,633.6666666666666,496630082,1901,215400
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1160,3,2,1160,0,1160,1,441,0,160077,163344,160077,163344,RS,Yes,No,Yes,No,0,No,12,773.3333333333334,496630085,2320,208400
RS,38,111,111,152,1509,Average,Average,1,0,2 Story,2,Frame Aluminum,1262,3,2,0,0,0,1,420,0,134078,135432,134078,135432,RS,Yes,No,No,No,0,No,11,420.6666666666667,496630086,1262,199400
RS,38,111,111,152,1509,Average,Average,1,0,2 Story,2,Frame Aluminum,1262,3,2,639,0,639,1,420,0,151468,152998,151468,152998,RS,Yes,No,Yes,No,0,No,11,633.6666666666666,496630089,1901,178400
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1160,3,2,1160,1044,116,1,441,0,189717,193589,189717,193589,RS,Yes,No,Yes,No,0.9,No,12,773.3333333333334,496630090,2320,233400
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1309,3,2,1280,0,1280,1,385,0,170276,179238,170276,179238,RS,Yes,No,Yes,No,0,No,8,863,496630094,2589,205600
RS,38,111,111,152,1509,Average,Average,3,0,2 Story,2,Frame Stucco,2790,4,2.5,1162,0,1162,1,420,0,271835,277566,271835,277566,RS,Yes,No,Yes,No,0,No,14,988,496630105,3952,224400
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,1,Frame Aluminum,1160,3,2,1160,0,1160,1,441,0,161711,163344,161711,163344,RS,Yes,No,Yes,No,0,No,11,773.3333333333334,496630109,2320,259100
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1200,3,2,1200,300,900,1,400,0,167881,178597,167881,178597,RS,Yes,No,Yes,No,0.25,No,9,800,496630117,2400,238900
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1200,3,2,1200,300,900,1,400,0,167881,178597,167881,178597,RS,Yes,No,Yes,No,0.25,No,9,800,496630117,2400,201900
RS,38,111,111,152,1509,Average,Average,2,0,2 Story,2,Frame Vinyl,1430,3,3.5,700,630,70,1,462,0,192357,200372,192357,200372,RS,Yes,No,Yes,No,0.9,No,7,710,496630118,2130,223400
RS,38,111,111,152,1509,Average,Average,1,0,Ranch 1 Story,1,Frame Vinyl,1294,3,2,1280,960,320,1,400,0,197544,205775,197544,205775,RS,Yes,No,Yes,No,0.75,No,7,858,496630120,2574,228400
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1200,3,2,1200,0,1200,1,400,0,159477,169656,159477,169656,RS,Yes,No,Yes,No,0,No,9,800,496630122,2400,218400
RS,38,111,111,152,1509,Average,Average,2,0,Ranch 1 Story,1,Frame Vinyl,1096,2,1,1080,216,864,1,400,0,153060,159438,153060,159438,RS,Yes,No,Yes,No,0.2,No,7,1088,496630124,2176,178500
RSOB,140,111,111,715,7116,Above Average,Average,2,0,2 Story,2,Frame Siding,3887,5,5.5,2307,2307,0,2,1330,0,611601,643791,611601,643791,RSOB,Yes,No,Yes,Yes,1,No,8,1238.8,496640027,6194,784600
RS,170,111,111,741,7401,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1679,3,3,1684,1516,168,2,680,0,275828,281457,275828,281457,RS,Yes,No,Yes,No,0.9002375296912114,No,4,1124.3333333333333,496690075,3373,255500
RS,170,111,111,741,7401,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1412,3,2,1382,345,1037,1,420,0,203519,207856,203519,207856,RS,Yes,No,Yes,No,0.2496382054992764,No,14,931.3333333333334,496690079,2794,261600
RS,170,111,111,741,7401,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1766,3,3.5,1800,1800,0,2,752,0,302667,309007,302667,309007,RS,Yes,No,Yes,Yes,1,No,13,1208,496690084,3624,327100
RS,170,111,111,741,7401,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1358,3,2,1380,0,1380,1,724,0,192164,196269,192164,196269,RS,Yes,No,Yes,No,0,No,14,912.6666666666666,496690086,2738,232000
RS,170,111,111,741,7401,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1816,3,2,1912,326,1586,1,744,0,247980,253041,247980,253041,RS,Yes,No,Yes,No,0.1705020920502092,No,4,1222.6666666666667,496690103,3668,276100
RS,60,111,111,202,2009,Above Average,Average,2,0,Ranch 1 Story,1,Frame Siding,1983,3,3.5,2039,1250,789,1,842,0,335737,357167,335737,357167,RS,Yes,No,Yes,No,0.6130456105934281,No,9,1340.6666666666667,496720008,4022,354000
RS,150,111,111,723,7231,Above Average,Average,1,0,2 Story,0,Frame Stucco,5026,4,5.5,2437,2090,347,1,2292,0,732068,754709,732068,754709,RS,Yes,No,Yes,No,0.8576118178087813,No,6,1865.75,496760007,7463,881500
RS,150,111,111,723,7231,Above Average,Average,2,0,2 Story,0,Frame Siding,6525,4,5,0,0,0,1,928,0,767103,767103,767103,767103,RS,Yes,No,No,No,0,No,2,1646.5,496760008,6586,920100
RS,39,111,111,167,1619,Average,Average,2,0,2 Story,0,Frame Stucco,1944,4,2.5,931,0,931,1,420,0,213236,219831,213236,219831,RS,Yes,No,Yes,No,0,No,6,718.75,496770004,2875,291600
RS,39,111,111,167,1619,Average,Average,1,0,2 Story,0,Frame Stucco,1922,3,2.5,857,257,600,1,504,0,218231,227324,218231,227324,RS,Yes,No,Yes,No,0.2998833138856476,No,7,926.3333333333334,496770006,2779,274600
RS,39,111,111,167,1619,Average,Average,2,0,Split Level,0,Frame Stucco,1358,3,2,384,77,307,1,400,0,160189,168620,160189,168620,RS,Yes,No,Yes,No,0.20052083333333334,No,8,580.6666666666666,496770008,1742,212200
RS,39,111,111,167,1619,Average,Average,2,0,2 Story,2,Frame Stucco,2254,3,2.5,1113,0,1113,1,441,0,237332,242176,237332,242176,RS,Yes,No,Yes,No,0,No,13,1106.6666666666667,496770011,3320,269500
RS,39,111,111,167,1619,Average,Average,6,0,2 Story,0,Frame Stucco,1924,4,2.5,1058,0,1058,1,430,0,212621,221480,212621,221480,RS,Yes,No,Yes,No,0,No,7,750.5,496770013,3002,276600
RS,39,111,111,167,1619,Average,Average,2,0,Split Level,0,Frame Stucco,1368,3,2.75,384,384,0,1,400,0,174240,183410,174240,183410,RS,Yes,No,Yes,Yes,1,No,8,584,496770014,1752,212800
RS,39,111,111,167,1619,Average,Average,2,0,Split Level,0,Frame Stucco,1325,3,2.5,384,332,52,1,420,0,170734,176014,170734,176014,RS,Yes,No,Yes,No,0.8645833333333334,No,6,570.3333333333334,496770018,1711,245100
RS,39,111,111,167,1619,Average,Average,1,0,2 Story,0,Frame Stucco,1863,3,3.5,867,867,0,1,462,0,235601,248001,235601,248001,RS,Yes,No,Yes,Yes,1,No,8,972.3333333333334,496770019,2917,287100
